author_institution,country,chosen_latitude,chosen_longitude,total_authors,elite_authors,elite_percentage,is_elite
Istituto Superiore Mario Boella,Italy,43.52555084,12.1600008,6,0.0,0.0,False
Istituto Superiore di Sanità,Italy,44.65000153,7.63333321,4,4.0,100.0,True
Istituto Superiore per la Protezione e la Ricerca Ambientale,Italy,43.52555084,12.1600008,1,1.0,100.0,True
Istituto Zooprofilattico Sperimentale Della Sicilia,Italy,37.58776855,14.1551733,1,0.0,0.0,False
Istituto di Analisi dei Sistemi ed Informatica Antonio Ruberti,Italy,43.52555084,12.1600008,7,1.0,14.285714285714285,False
Istituto di Astrofisica Spaziale e Fisica Cosmica di Milano,Italy,45.46361923,9.18811607,2,1.0,50.0,True
Istituto di Biometeorologia,Italy,43.52555084,12.1600008,3,0.0,0.0,False
Istituto di Fisiologia Clinica,Italy,41.74629974,12.69723988,5,1.0,20.0,True
Istituto di Fotonica e Nanotecnologie,Italy,43.52555084,12.1600008,2,0.0,0.0,False
Istituto di Genomica Applicata,Italy,43.52555084,12.1600008,1,0.0,0.0,False
Istituto di Matematica Applicata e Tecnologie Informatiche,Italy,43.52555084,12.1600008,10,2.0,20.0,True
Istituto di Nanotecnologia,Italy,43.52555084,12.1600008,9,5.0,55.55555555555556,True
Istituto per il Rilevamento Elettromagnetico dell'Ambiente,Italy,43.52555084,12.1600008,6,3.0,50.0,True
Istituto per le Applicazioni del Calcolo Mauro Picone,Italy,41.66726303,14.03429699,1,1.0,100.0,True
Italian Institute of Technology,Italy,43.52555084,12.1600008,114,20.0,17.543859649122805,False
Ithaca College,United States,42.4185791,-76.49506378,5,0.0,0.0,False
Ithaka Harbors,United States,33.441683,-118.498383,1,0.0,0.0,False
Iuliu Hațieganu University of Medicine and Pharmacy,Romania,45.98521423,24.68592262,3,0.0,0.0,False
Iwate Prefectural University,Japan,39.80119324,141.1375885,1,1.0,100.0,True
Ixico (United Kingdom),United Kingdom,53.9438324,-2.55056405,1,0.0,0.0,False
Izaak Walton Killam Health Centre,Canada,48.27861023,-113.61167145,1,1.0,100.0,True
Izmir Institute of Technology,Türkiye,38.32289124,26.63495827,11,2.0,18.181818181818183,False
Izmir Kâtip Çelebi University,Türkiye,38.41872406,27.12960052,6,0.0,0.0,False
Izmir Tepecik Eğitim ve Araştırma Hastanesi,Türkiye,38.15372467,26.82658195,4,0.0,0.0,False
Işık University,Türkiye,41.1697998,29.56279945,4,0.0,0.0,False
J. Craig Venter Institute,United States,32.86910629,-117.24303436,7,2.0,28.57142857142857,True
J. F. Oberlin University,Japan,35.58100128,139.40800476,1,0.0,0.0,False
"J.C. Bose University of Science & Technology, YMCA",India,22.69144655,88.3944036,1,0.0,0.0,False
JDSU (United States),United States,40.21833038,-79.48777771,6,2.0,33.33333333333333,True
JEOL (Japan),Japan,36.65415573,137.9765625,2,1.0,50.0,True
JK Lakshmipat University,India,26.83605957,75.64818573,2,0.0,0.0,False
JR Tokyo General Hospital,Japan,35.68955231,139.69181824,1,0.0,0.0,False
JSS Academy of Higher Education and Research,India,12.3423996,76.65249634,1,0.0,0.0,False
JSS Science and Technology University,India,12.3136158,76.61363983,2,0.0,0.0,False
Jabatan Perkhidmatan Awam Malaysia,Malaysia,3.6024549,114.70446777,1,0.0,0.0,False
Jackson Foundation,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Jackson Laboratory,United States,40.15261459,-80.21165466,4,2.0,50.0,True
Jackson State University,United States,32.29679489,-90.20748138,4,1.0,25.0,True
Jacksonville College,United States,31.96608162,-95.28090668,3,1.0,33.33333333333333,True
Jacksonville University,United States,30.35295486,-81.60688019,1,1.0,100.0,True
Jacobs (United States),United States,40.21833038,-79.48777771,1,0.0,0.0,False
Jacobs Institute,United States,38.38342285,-81.76409912,2,0.0,0.0,False
Jadara University,Jordan,32.4221344,35.9467392,1,0.0,0.0,False
Jadavpur University,India,22.4994278,88.37162018,31,5.0,16.129032258064516,False
Jaeb Center for Health Research,United States,39.50357056,-99.01834106,4,4.0,100.0,True
Jagiellonian University,Poland,50.0605278,19.92518997,16,0.0,0.0,False
Jaguar Land Rover (United Kingdom),United Kingdom,53.9438324,-2.55056405,2,0.0,0.0,False
Jahangirnagar University,Bangladesh,23.88249969,90.24819946,11,1.0,9.090909090909092,False
Jai Narain Vyas University,India,26.24597931,73.01920319,1,0.0,0.0,False
Jakarta Theological Seminary,Indonesia,-6.17475653,106.82707214,1,0.0,0.0,False
James Cook University,Australia,-19.33037376,146.75645447,32,8.0,25.0,True
James Hutton Institute,United Kingdom,53.9438324,-2.55056405,6,2.0,33.33333333333333,True
James J. Peters VA Medical Center,United States,38.0945549,-78.98610687,1,1.0,100.0,True
James Madison University,United States,38.43465042,-78.8675766,1,0.0,0.0,False
James S. McDonnell Foundation,United States,39.50357056,-99.01834106,1,0.0,0.0,False
Jamia Hamdard,India,28.64667892,77.30152893,8,1.0,12.5,False
Jamia Millia Islamia,India,28.56432152,77.27882385,9,4.0,44.44444444444444,True
Jan Długosz University,Poland,50.81949997,19.11707497,1,0.0,0.0,False
Jan Matejko Academy Of Fine Arts,Poland,50.06617355,19.94151497,1,0.0,0.0,False
Janelia Research Campus,United States,39.06957626,-77.46606445,159,26.0,16.352201257861633,False
Janssen (Belgium),Belgium,50.64095688,4.66128588,7,2.0,28.57142857142857,True
Janssen (United States),United States,29.93386935,-96.8560491,7,0.0,0.0,False
Japan Advanced Institute of Science and Technology,Japan,36.44452667,136.59263611,8,1.0,12.5,False
Japan Aerospace Exploration Agency,Japan,36.65415573,137.9765625,1,0.0,0.0,False
Japan Agency for Marine-Earth Science and Technology,Japan,36.65415573,137.9765625,6,3.0,50.0,True
Japan Atomic Energy Agency,Japan,36.65415573,137.9765625,1,0.0,0.0,False
Japan Automobile Research Institute,Japan,36.65415573,137.9765625,1,1.0,100.0,True
