institution,latitude,longitude,is_elite,number_of_authors
Applied Genetic Technologies (United States),39.50357056,-99.01834106,0,2
Applied Genetic Technologies (United States),39.50357056,-99.01834106,1,1
Applied Materials (United States),39.50357056,-99.01834106,0,1
Applied Mathematics (United States),30.26259995,-91.21690369,0,1
Applied Optimization (United States),39.50357056,-99.01834106,0,2
Applied Research (United States),39.50357056,-99.01834106,0,1
Applied Research (United States),39.50357056,-99.01834106,1,1
Applied Science Private University,32.03977966,35.90047455,0,4
Applied Technologies (United States),39.50357056,-99.01834106,0,2
Applied Technologies (United States),39.50357056,-99.01834106,1,1
Aptiv (Germany),51.09198761,10.38080788,0,2
AquaGen (Norway),59.91333008,10.7389698,1,1
"Arab Academy for Science, Technology, and Maritime Transport",30.09617424,31.3795433,0,9
Arak University of Technology,34.09932327,49.71246719,0,1
Arcada University of Applied Sciences,60.20143509,24.96530724,0,2
ArcelorMittal (France),46.62480927,2.45837498,0,1
Archer Technicoat Limited (United Kingdom),53.9438324,-2.55056405,0,1
Archimage (United States),39.50357056,-99.01834106,0,1
Architecture et Réactivité de l'arN,43.52726364,2.59064317,0,1
Areté Associates (United States),41.44462,-87.6313,0,5
Argonne National Laboratory,41.71300125,-87.96058655,0,41
Argonne National Laboratory,41.71300125,-87.96058655,1,25
Ariadne Diagnostics (United States),39.50357056,-99.01834106,0,3
Ariel University,32.10458374,35.20510101,0,4
Aristotle University of Thessaloniki,40.634172,22.940499,0,46
Aristotle University of Thessaloniki,40.634172,22.940499,1,11
Arizona State University,33.42100143,-111.93299866,0,178
Arizona State University,33.42100143,-111.93299866,1,89
Arkansas Children's Nutrition Center,34.89980316,-92.43915558,1,1
Arkansas State University,35.07254028,-91.89650726,0,3
Armed Forces Institute of Pathology,8.5595084,-12.1631016,0,1
Armstrong Atlantic State University,31.97976685,-81.16807556,0,4
Army Medical University,29.53720093,106.44670105,0,8
Army Medical University,29.53720093,106.44670105,1,2
Ars Electronica Center,48.3096962,14.28448772,0,1
Art Innovation (Netherlands),52.24563217,5.62691021,0,1
"Artann Laboratories, Inc.",32.40227127,34.86884689,0,1
"Artann Laboratories, Inc.",32.40227127,34.86884689,1,1
Artesis Plantijn Hogeschool Antwerpen,51.21954727,4.41219378,0,2
Artificial Intelligence Research Institute,38.38342285,-81.76409912,0,11
Artificial Intelligence Research Institute,38.38342285,-81.76409912,1,4
Artificial Intelligence in Medicine (Canada),62.57398605,-96.60810852,0,3
Artificial Intelligence in Medicine (Canada),62.57398605,-96.60810852,1,1
Artois University,50.28408051,2.79323292,0,1
Arts et Metiers Institute of Technology,40.945847,40.266544,0,13
Arvalis - Institut du Végétal,40.72211075,46.40946198,0,3
Asahi University,35.38174438,136.69055176,0,6
Asahi University,35.38174438,136.69055176,1,2
Asan Medical Center,37.48816681,127.08547211,0,15
Asan Medical Center,37.48816681,127.08547211,1,4
Aselsan (Turkey),38.98909378,35.43323135,0,5
Ashoka Trust for Research in Ecology and the Environment,26.43277931,-80.09677124,0,2
Asia Pacific University of Technology & Innovation,3.04805994,101.69249725,0,4
Asia University,24.04715157,120.68675232,0,9
Asia University,24.04715157,120.68675232,1,1
Asian Disaster Preparedness Center,53.43283463,14.54818726,0,4
Asian Institute of Management,28.67885971,77.20728302,0,1
Asian Institute of Technology,22.13209915,82.14230347,0,2
Asian University of Bangladesh,23.86919975,90.39959717,0,2
Asociación de Investigación Metalúrgica del Noroeste,-43.02298737,-71.96504211,0,2
Asociación de Investigación de la Industria Textil,27.29899979,-105.17379761,0,2
Asociación para la Conservación de la Cuenca Amazónica,34.05223846,-118.24334717,0,1
Assistance Publique – Hôpitaux de Paris,48.83773422,2.36477709,0,7
Assistance Publique – Hôpitaux de Paris,48.83773422,2.36477709,1,4
Assiut University,27.18781662,31.1704464,0,13
Associació de la Paràlisi Cerebral,34.05223846,-118.24334717,0,1
Associated Research (United States),39.50357056,-99.01834106,0,1
Association for Computing Machinery,-2.52340961,38.03009796,0,2
Association for Computing Machinery,-2.52340961,38.03009796,1,1
Association for Innovation and Biomedical Research on Light and Image,32.80556107,-96.77639008,0,4
Association for Innovation and Biomedical Research on Light and Image,32.80556107,-96.77639008,1,1
Association for Supervision and Curriculum Development,54.716667,8.5,0,1
Association of Academic Health Centers,44.9324379,-123.03337097,0,2
Association of American Medical Colleges,38.90570068,-77.05389404,0,1
Association of American Medical Colleges,38.90570068,-77.05389404,1,1
Association of Electronic and Information Technologies,48.89277649,2.23915505,0,2
Associazione Italiana Vulvodinia Onlus,19.35344505,-96.32966614,1,1
Assumption College,42.29381943,-71.82788849,0,1
Assuta Medical Center,32.10775757,34.83846283,0,1
Assuta Medical Center,32.10775757,34.83846283,1,1
Astana Medical University,51.1282196,71.43067169,0,4
Astellas Pharma (Netherlands),44.801043,10.3279,0,1
Aston University,52.48587799,-1.88898802,0,47
Aston University,52.48587799,-1.88898802,1,12
AstraZeneca (Canada),62.57398605,-96.60810852,0,1
AstraZeneca (Sweden),59.67497253,14.52085876,0,13
AstraZeneca (Sweden),59.67497253,14.52085876,1,3
AstraZeneca (United Kingdom),53.9438324,-2.55056405,0,11
AstraZeneca (United Kingdom),53.9438324,-2.55056405,1,5
AstraZeneca (United States),39.50357056,-99.01834106,0,1
Astrogeology Science Center,40.44566345,-80.01821136,1,1
Astronomical Institute,38.38342285,-81.76409912,1,1
Astronomical Observatory of Capodimonte,42.54750061,11.90579605,1,4
Astronomy and Space,38.8861084,1.40305996,0,1
Aswan University,23.99889946,32.85990143,0,8
At Bristol,51.45313263,-2.60098171,0,1
Atal Bihari Vajpayee Indian Institute of Information Technology and Management,26.2484684,78.17459106,0,2
Atatürk University,39.9029007,41.25283813,0,2
Ateneo de Manila University,14.63889027,121.07778168,0,2
Athabasca University,54.71580505,-113.30973053,0,6
Athabasca University,54.71580505,-113.30973053,1,3
Athena Research and Innovation Center In Information Communication & Knowledge Technologies,37.97556305,23.73483276,0,2
Athens University of Economics and Business,37.99414444,23.73247147,0,11
Athens University of Economics and Business,37.99414444,23.73247147,1,3
Athinoula A. Martinos Center for Biomedical Imaging,53.43283463,14.54818726,0,24
Athinoula A. Martinos Center for Biomedical Imaging,53.43283463,14.54818726,1,28
Atilim University,39.81620407,32.72238922,0,2
Atilim University,39.81620407,32.72238922,1,1
Atkins (United Kingdom),53.9438324,-2.55056405,0,1
Atlanta Technical College,33.71188354,-84.4072876,0,3
Atlanta Technical College,33.71188354,-84.4072876,1,2
Atlantic General Hospital,-32.07489395,-2.04421091,1,1
Atmiya University,22.28183174,70.76793671,0,2
Atmospheric and Environmental Research,-37.70576477,145.18823242,1,1
Atomic Energy and Alternative Energies Commission,37.77670288,-89.02636719,0,17
Atomic Energy and Alternative Energies Commission,37.77670288,-89.02636719,1,6
Atos (Spain),40.3901062,-3.55436611,0,2
Atrium Health Wake Forest Baptist,36.09041214,-80.26976776,0,1
Atrium Health Wake Forest Baptist,36.09041214,-80.26976776,1,2
Auburn School District,32.60907745,-85.4817276,0,1
Auburn University,32.60628891,-85.47301483,0,22
Auburn University,32.60628891,-85.47301483,1,8
Auburn University at Montgomery,32.36846924,-86.1763382,0,1
Auckland Institute of Studies,-36.87348557,174.72125244,0,1
Auckland University of Technology,-36.84999847,174.77000427,0,39
Auckland University of Technology,-36.84999847,174.77000427,1,9
Audencia Business School,47.24679947,-1.55271006,0,1
Audi (Germany),51.09198761,10.38080788,0,2
Audio Analytic (United Kingdom),53.9438324,-2.55056405,0,1
Audionamix (France),46.62480927,2.45837498,0,1
Augusta University,33.4706955,-81.9892807,0,1
Augusta University,33.4706955,-81.9892807,1,2
Augusta University Health,33.47063828,-81.98991394,0,1
Augustana College,41.50424957,-90.54958344,0,3
Aurel Vlaicu University of Arad,46.17538071,21.31963348,0,4
Austin College,33.64741135,-96.59819031,0,1
Austin Health,-37.75639343,145.05865479,1,3
Austin Hospital,-37.75639343,145.05865479,1,2
Austral University of Chile,-39.81537628,-73.24742889,0,1
Australia and New Zealand School of Government,-41.50008392,172.83441162,0,2
Australian Astronomical Observatory,30.72903442,50.74057388,1,1
Australian Catholic University,-27.37769127,153.08973694,0,3
Australian Catholic University,-27.37769127,153.08973694,1,7
Australian Centre for Plant Functional Genomics,52.73141098,-122.44702148,0,6
Australian Centre for Plant Functional Genomics,52.73141098,-122.44702148,1,1
Australian Centre for Robotic Vision,52.73141098,-122.44702148,0,45
Australian Centre for Robotic Vision,52.73141098,-122.44702148,1,10
Australian College of Optometry,-37.79556274,144.96673584,0,2
Australian College of Optometry,-37.79556274,144.96673584,1,1
Australian College of Rural and Remote Medicine,-32.576719,150.863583,0,1
Australian Council for Educational Research,52.73141098,-122.44702148,0,2
Australian Council of Learned Academies,52.73141098,-122.44702148,0,1
Australian Defence Force Academy,-35.29388809,149.16389465,0,8
Australian Defence Force Academy,-35.29388809,149.16389465,1,3
Australian Federation of Graduate Women New South Wales,-32.1656189,147.00819397,0,1
Australian Government,52.73141098,-122.44702148,0,1
Australian Institute of Business,52.73141098,-122.44702148,0,1
Australian Institute of Business,52.73141098,-122.44702148,1,1
Australian Institute of Marine Science,-30.455742,116.671093,0,3
Australian Institute of Marine Science,-30.455742,116.671093,1,1
Australian Institute of Tropical Health and Medicine,52.73141098,-122.44702148,0,1
Australian Institute of Tropical Health and Medicine,52.73141098,-122.44702148,1,1
Australian Maritime College,-41.39967728,147.11914063,0,3
Australian Maritime College,-41.39967728,147.11914063,1,2
Australian Mathematical Sciences Institute,52.73141098,-122.44702148,0,1
Australian National University,-35.28013992,149.11785889,0,82
Australian National University,-35.28013992,149.11785889,1,43
Australian Nuclear Science and Technology Organisation,52.73141098,-122.44702148,1,1
Australian Psychological Society,52.73141098,-122.44702148,0,3
Australian Regenerative Medicine Institute,32.64283752,-116.9391098,0,8
Australian Regenerative Medicine Institute,32.64283752,-116.9391098,1,9
Australian Research Council,52.73141098,-122.44702148,0,3
Australian Research Council,52.73141098,-122.44702148,1,2
Australian Sports Commission,52.73141098,-122.44702148,0,3
Australian Sports Commission,52.73141098,-122.44702148,1,1
Australian Taxation Office,52.73141098,-122.44702148,0,1
Australian Water Quality Centre,52.73141098,-122.44702148,1,1
Australian and New Zealand College of Anaesthetists,46.40999,-62.31304,1,1
Australian and New Zealand Intensive Care Society,-41.50008392,172.83441162,0,1
Australian e-Health Research Centre,52.73141098,-122.44702148,0,9
Australian e-Health Research Centre,52.73141098,-122.44702148,1,3
Austrian Academy of Sciences,37.76972961,-122.46609497,0,6
Austrian Academy of Sciences,37.76972961,-122.46609497,1,1
Austrian Center for Medical Innovation and Technology,-0.2934083,36.01538086,0,2
Austrian Economics Center,53.43283463,14.54818726,0,2
Austrian Institute of Technology,47.97610855,16.50860977,0,16
Austrian Institute of Technology,47.97610855,16.50860977,1,1
Austrian Research Institute for Artificial Intelligence,-37.706576,145.187353,0,4
Autism & Developmental Medicine Institute,38.38342285,-81.76409912,1,1
Autodesk (Canada),62.57398605,-96.60810852,0,1
Autodesk (United States),39.50357056,-99.01834106,0,2
Autoliv (Sweden),59.67497253,14.52085876,0,1
Automation and Process Engineering Laboratory,29.72240067,-95.34004211,0,2
Autonomous University of Madrid,40.54551315,-3.69421601,0,62
Autonomous University of Madrid,40.54551315,-3.69421601,1,14
Autonomous University of Queretaro,20.59185791,-100.41020203,0,11
Autonomous University of San Luis Potosí,22.15160942,-100.974617,0,10
Autonomous University of San Luis Potosí,22.15160942,-100.974617,1,1
Autonomous University of Tamaulipas,23.73299026,-99.14421082,0,5
Autonomous University of Zacatecas,22.76878357,-102.56484985,0,14
Avaya (United States),39.50357056,-99.01834106,1,1
Avera Health,33.19399261,-82.52748871,0,1
Aviagen (United Kingdom),53.9438324,-2.55056405,0,1
Avila University,38.9121666,-94.59145355,0,1
Azerbaijan National Academy of Sciences,40.39363098,47.78725052,0,5
Azienda Ospedaliera San Giovanni Addolorata,41.88824463,12.50306225,1,1
Azienda Ospedaliera Universitaria Pisana,50.716465,16.50553894,0,2
Azienda Ospedaliera Universitaria Senese,43.89635468,12.34333038,0,1
Azienda Ospedaliera di Desio e Vimercate,45.61401749,9.37129784,0,1
Azienda Ospedaliero-Universitaria Careggi,43.8075676,11.24750805,0,1
Azienda Ospedaliero-Universitaria Policlinico - Vittorio Emanuele,41.90904617,12.51198959,0,3
Azienda Ospedaliero-Universitaria Policlinico - Vittorio Emanuele,41.90904617,12.51198959,1,1
Azienda Sanitaria Locale Roma 3,41.89055634,12.49426746,1,1
Azienda Sanitaria Unità Locale di Reggio Emilia,44.60615158,10.55169582,0,1
Azim Premji University,12.86270046,77.66490173,0,1
Azim Premji University,12.86270046,77.66490173,1,1
Azusa Pacific University,34.13088989,-117.88812256,0,1
B.J. Medical College,23.05248833,72.60284424,0,4
B.P. Koirala Institute of Health Sciences,26.80829048,87.26654816,0,1
B.S. Abdur Rahman Crescent Institute of Science & Technology,12.87574577,80.08338165,0,3
BAE Systems (Sweden),59.67497253,14.52085876,0,1
BAE Systems (United States),39.50357056,-99.01834106,0,8
BASF (Germany),49.51824951,8.42151546,0,5
BC Cancer Agency,49.26222229,-123.11750031,0,8
BC Cancer Agency,49.26222229,-123.11750031,1,11
BDO Unicon (Russia),64.68630981,97.74530792,0,1
BGC Trust University Bangladesh,22.24777603,92.01782227,0,1
BGI Group (China),36.55937195,103.7533493,0,8
BGI Group (China),36.55937195,103.7533493,1,8
BGS Global Hospital,34.03740692,-118.26616669,0,1
BI Norwegian Business School,59.94838715,10.76856518,0,7
BI Norwegian Business School,59.94838715,10.76856518,1,5
BM-Science,32.29401016,-64.78716278,0,1
BM-Science,32.29401016,-64.78716278,1,2
BMW (Germany),51.09198761,10.38080788,0,7
BMW (Germany),51.09198761,10.38080788,1,1
BMW Group (Germany),51.09198761,10.38080788,0,5
BMW of North America (United States),39.50357056,-99.01834106,0,3
BOE Technology Group (China),36.55937195,103.7533493,0,2
BOE Technology Group (China),36.55937195,103.7533493,1,2
BSP Business & Law School – Hochschule für Management und Recht,47.92106628,-97.06554413,0,1
BT Group (United Kingdom),53.9438324,-2.55056405,0,2
BT Research,-37.70576477,145.18823242,0,1
Baba Ghulam Shah Badshah University,33.39379883,74.34329987,0,4
Babasaheb Bhimrao Ambedkar University,26.77052307,80.91932678,0,1
Babcock University,6.89091301,3.72349882,0,1
Babeș-Bolyai University,46.76767349,23.59165192,0,6
Babeș-Bolyai University,46.76767349,23.59165192,1,2
Babol Noshirvani University of Technology,36.56124878,52.68149948,0,4
Babol University of Medical Sciences,36.53121185,52.67716217,0,3
Babraham Institute,52.13118362,0.21010309,1,1
Babson College,42.29711914,-71.26817322,0,2
Babson College,42.29711914,-71.26817322,1,3
Babylon Health,40.69582367,-73.32572937,0,1
Badji Mokhtar University,21.33025742,0.95404029,0,7
Baghdad Medical City,33.34942245,44.37832642,0,1
Bahauddin Zakariya University,30.26361084,71.50971985,0,4
Bahria University,25.13563347,85.4458313,0,10
Bahria University,25.13563347,85.4458313,1,2
Bahçeşehir University,41.04217911,29.00964355,0,6
Baidu (China),27.53309059,115.23232269,0,81
Baidu (China),27.53309059,115.23232269,1,24
Baker Heart and Diabetes Institute,35.26537704,-116.07498169,1,2
Balearic Islands Coastal Observing and Forecasting System,39.6133461,2.95685196,0,4
Ball State University,40.20324326,-85.40898132,0,5
Balochistan University of Engineering and Technology,27.82029915,66.62719727,0,1
"Balochistan University of Information Technology, Engineering and Management Sciences",6.24968672,7.11264372,0,3
Balıkesir University,39.54103851,28.00868988,0,1
Bambino Gesù Children's Hospital,41.89703369,12.46067238,0,2
